job_skills,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,summary,first_seen,search_city,search_country,search_position,job_level,job_type
"Sử Dụng Phần Mềm, Bảo Trì Máy Tính, Thiết Lập Hệ Thống Mạng, Helpdesk, Helpdesk Management",2025-04-09,1. Hỗ trợ kỹ thuật phần mềm và hệ thống IT,False,False,Nhân Viên IT,Công ty Cổ phần Giáo dục Millenia,"Hà Nội, Việt Nam",,14/03/2025,,Việt Nam,,,
"QA, Test Cases, Software Testing, Korean Language, Quality Control",2025-04-09,- 제페토 베타 등록 및 테스트 (한국어 능통한 베트남인),False,False,Zepeto Beta Tester Tiếng Hàn,Snow Việt Nam,"The Sentry P, 16 Đ. Nguyễn Đăng Giai, Street, Ward, Thao Dien, District 2, Ho Chi Minh City, Vietnam",,14/03/2025,,Việt Nam,,,
"Scrum Master, Technical, Software Development, Quản Lý Dự Án Công Nghệ, Phân Tích Thuật Toán",2025-03-26,"- Đào tạo, huấn luyện team phát triển và phối hợp các bên liên quan thực hiện quy trình làm việc theo đúng mô hình Agile",False,False,Scrum Master (SM) Upto 4000Usd,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,"Toà nhà 678, Số 67 Hoàng Văn Thái, Phường Tân Phú, Quận 7, TP HCM",,07/03/2025,,Việt Nam,,,
"Hệ Thống Mạng, Quản Lý Hệ Thống IT, Công Nghệ Thông Tin, Quản Trị Hệ Thống Máy Chủ, Quy Trình Vận Hành",2025-04-09,"- Trực theo ca (8h/ca trong nhóm trực 24/7) để giám sát, kiểm tra, checklist các dịch vụ công nghệ thông tin và một số hạng mục về hệ thống mạng, máy chủ, ứng dụng của Bảo Việt.",False,False,Chuyên Viên Trực Vận Hành Dịch Vụ,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,"Trung tâm CNTT Tập đoàn Bảo Việt số 71 Ngô Sĩ Liên, Đống Đa, Hà Nội.",,14/03/2025,,Việt Nam,,,
,,False,False,False,,Công ty TNHH thiết bị viễn thông ANSV,,,,,Việt Nam,,,
"AI, DevOps",2025-03-26,- Nghiên cứu và thử nghiệm các công nghệ AI nhằm giải quyết và tối ưu các bài toán cốt lõi.,False,False,AI Engineer,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,"Toà nhà 678, Số 67 Hoàng Văn Thái, Phường Tân Phú, Quận 7, TP HCM",,07/03/2025,,Việt Nam,,,
"Business Analysis, SQL, product owner, Cơ Sở Dữ Liệu, Lập Trình",2025-03-26,- Tổng hợp yêu cầu liên quan giữa người dùng và hệ thống.,False,False,Business Analyst,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,"Toà nhà 678, Số 67 Hoàng Văn Thái, Phường Tân Phú, Quận 7, TP HCM",,07/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, Điện Tử Viễn Thông, Quản Trị Mạng, Triển Khai Dự Án, Hỗ Trợ Kỹ Thuật",2025-03-12,"ANSV được thành lập từ năm 1993 trong quan hệ hợp tác liên doanh giữa Tập đoàn Bưu chính Viễn thông Việt Nam (VNPT) với Tập đoàn Alcatel (Pháp) tập trung trong các lĩnh vực điện tử viễn thông/CNTT, thực hiện chuyển đổi số cho các Doanh nghiệp và cơ quan Chính phủ, là đối tác tin cậy của các nhà khai thác mạng viễn thông hàng đầu Việt Nam và các doanh nghiệp trong và ngoài nước.",False,False,Kỹ Sư Triển Khai Dự Án,Công Ty TNHH Thiết Bị Viễn Thông ANSV,"124 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội",,28/02/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Thương Mại Dịch Vụ Thanh Sinh,,,,,Việt Nam,,,
"SQL Server Technology, Lập Trình Ứng Dụng VBA, Excel Macro, English Communication, Life Insurance",2025-03-12,Mục tiêu của vị trí:,False,False,[Chubb Life] Distribution Compensation Specialist (SQL),Chubb Life Vietnam,"Sunwah Tower, 115 Nguyen Hue Street, District 1, HCMC",,28/02/2025,,Việt Nam,,,
"API Integration, Lập Trình, Mobile Development",2025-03-12,***Mục tiêu công việc: ,False,False,Nhân Viên IT/AI,Công Ty Thương Mại Dịch Vụ Thanh Sinh,"quận Tân Bình, Ho Chi Minh City, Vietnam",,28/02/2025,,Việt Nam,,,
".Net, .Net Core, ASP, C#, Software Programming",2025-03-26,Join our Technology Innovations Center of Excellence (CoE) at Crossian,False,False,".NET Backend Technical Lead, Storefront Ecommerce Platform (Total Annual Income $85,000)",Crossian Việt Nam,Other,,07/03/2025,,Việt Nam,,,
"Front End, JavaScript, NextJs, Node.js, ReactJS",2025-03-26,"Join our Technology Innovations Center of Excellence (CoE) at Crossian, a fast-growing startup that achieved a milestone of $100M in 2024. In this dynamic role, you'll check in daily with your team to stay aligned on project goals and collaborate across our ecosystem with an Agile mindset infused with a unicorn-worthy startup culture. We are building a cutting-edge Global eCommerce Platform, offering end-to-end solutions for:",False,False,"Senior Frontend Engineer (React/nextjs), Storefront eCommerce Platform (Total Annual Income $55,000)",Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
".Net, .Net Core, ASP, C#, Software Programming",2025-03-26,ABOUT THE ROLE,False,False,"Frontend Technical Lead (React/nextjs), Supply Chain Management System",Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
"Python, Django, Cloud Infrastructure, AI",2025-03-26,"At East Agile, we’re at the forefront of the AI revolution, developing innovative, AI-powered solutions that transform industries. Our impressive portfolio includes past collaborations with industry giants like Twitter and Samsung, and our current projects feature cutting-edge ventures such as and other forward-thinking AI startups. We’re looking for exceptional talent driven by a passion for integrating artificial intelligence into next-generation web applications.",False,False,Senior Full-Stack AI Application Developer,East Agile,"District 10, Ho Chi Minh City, Vietnam",,07/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, Cisco, Cisco, Hạ Tầng Viễn Thông, Làm Tài Liệu Kỹ Thuật, Vmware",2025-03-12,"ANSV được thành lập từ năm 1993 trong quan hệ hợp tác liên doanh giữa Tập đoàn Bưu chính Viễn thông Việt Nam (VNPT) với Tập đoàn Alcatel (Pháp) tập trung trong các lĩnh vực điện tử viễn thông/CNTT, thực hiện chuyển đổi số cho các Doanh nghiệp và cơ quan Chính phủ, là đối tác tin cậy của các nhà khai thác mạng viễn thông hàng đầu Việt Nam và các doanh nghiệp trong và ngoài nước.",False,False,Chuyên Viên Kỹ Thuật,Công ty TNHH thiết bị viễn thông ANSV,"124 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội",,28/02/2025,,Việt Nam,,,
"Agile Methodologies, API Testing, Automation Testing, QA, Quality Engineer",2025-03-26,"Crossian is a high-growth technology-driven e-commerce business. Behind our success is our people. As a start-up formed in 2020, we have created a fast-paced and dynamic environment, enabling our people to reach $100 million of revenue in 2024, a cumulative average growth rate of over 1000% in the last 3 years. Our mission now is to harness the power of technology to develop a direct-to-consumer approach and enhance customer lifetime value. We are looking for a skilled Full Stack Quality Engineer to join our team and ensure the delivery of high-quality software products. This role combines expertise in manual and automated testing, technical acumen, and collaboration skills to maintain product excellence across the development lifecycle. As a full-stack QC Engineer, you will work closely with product managers, developers, and stakeholders to test and improve our systems, ensuring an exceptional user experience and alignment with business goals.",False,False,Senior Quality Engineer (Up To 30 Months Of Salary Annually),Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,,,,,Việt Nam,,,
".Net Core, Agile, C#, Microservices, Backend, Backend",2025-03-26,"Crossian is a high-growth technology-driven e-commerce business. Behind our success is our people. As a start-up formed in 2020, we have created a fast-paced and dynamic environment, enabling our people to ",False,False,".NET Backend Technical Lead, Supply Chain Management System (Up to 30 Months of Salary Per Year, Annual Income Over $70,000)",Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Omnicomm Việt Nam,,,,,Việt Nam,,,
"Docker, Gitflow, Kubernetes",2025-03-26,"• Thiết kế, triển khai và bảo trì các pipeline CI / CD cho các ứng dụng của chúng tôi, bao gồm triển khai tự động, kiểm thử tự động và quản lý mã nguồn.",False,False,Devops Engineer,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,"Toà nhà 678, Số 67 Hoàng Văn Thái, Phường Tân Phú, Quận 7, TP HCM",,07/03/2025,,Việt Nam,,,
"Cloud, IT Infrastructure, Network, Network Infrastructure, Technical Support",2025-03-26,"Crossian is a high-growth technology-driven e-commerce business. Behind our success is our people. As a start-up formed in 2020, we have created a fast-paced and dynamic environment, enabling our people to ",False,False,"Senior IT Operations, eCommerce (Up to 30 Months of Salary Per Year, Annual Income $36,000)",Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
"Project Managements, Insurtech, Insurance Claims",2025-03-26,"Chịu trách nhiệm theo dõi, hỗ trợ trực tiếp hoạt động triển khai tự động hóa tại Ban Giải quyết quyền lợi bảo hiểm nói riêng và Trung tâm Vận hành nói chung với các công việc cụ thể như sau:",False,False,Chuyên Gia Tự Động Hóa Vận Hành,Công Ty Cổ Phần Bảo Hiểm Opes,"Tầng 6, tòa nhà số 5 Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",,07/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Đầu Tư Phát Triển Xây Dựng Giao Thông Sài Gòn,,,,,Việt Nam,,,
"Data Engineer, Data governance, Data Governance Principles, Insurtech",2025-03-26,"1.	Xây dựng các quy định, quy trình, chính sách liên quan tới quản trị dữ liệu, bao gồm thu thập, lưu trữ, xử lý, tích hợp và loại bỏ dữ liệu nhằm đảm bảo tính chính xác, tính toàn vẹn và tính bảo mật của dữ liệu trong Công ty.",False,False,CVCC Quản Trị Dữ Liệu (Data Governance),Công Ty Cổ Phần Bảo Hiểm Opes,"Tầng 6, tòa nhà số 5 Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",,07/03/2025,,Việt Nam,,,
"Python, IT Quality Control, it engineering, IT Testing, IT Quality Assurance",2025-03-20,•	Reviewing quality specifications and technical design documents to provide timely and meaningful feedback,False,False,Automation Test Engineer (Electronics),Công Ty TNHH Omnicomm Việt Nam,"126 Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, TP.HCM",,04/03/2025,,Việt Nam,,,
"C#, ASP.NET, MS SQL, Agile Methodologies, .Net Framework",2025-03-20,"Designing and developing robust, user-friendly applications using the .NET framework, heavily leveraging DevExpress UI controls and components to create rich, interactive interfaces for web, desktop, or mobile platforms, requiring strong proficiency in C#, ASP.NET, and knowledge of DevExpress libraries for features like grids, charts, reports, and data visualization.",False,False,Senior Technical / PM,CÔNG TY TNHH IORTA TECHNXT,"Phường 13, Quận 4, Hồ Chí Minh, Việt Nam",,04/03/2025,,Việt Nam,,,
"C#, Lập Trình Java, Oracle, Core Banking, SQL Server",2025-03-20,Mã số: 2025,False,False,Chuyên Viên Phát Triển Phần Mềm IT,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,"Hà Nội, Việt Nam",,04/03/2025,,Việt Nam,,,
"CSS, JavaScript, Automation Testing, Manual Testing, Agile",2025-03-20,"A subsidiary of the FPT Group, FPT Software is known as a leading global information technology service provider headquartered in Vietnam. With over 30,000 employees working in 83 offices across 30 countries on five continents, FPT Software consistently delivers the best solutions to more than 1000 clients, including 100 Fortune 500 companies. Placing human resources as the cornerstone of its achievements, employee experience is our top priority in continually creating an innovative, open, and enjoyable work environment for every member.",False,False,Senior Automation Test for U.S Client – Up to $3000,FPT Software,"F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ, TP. Thủ Đức, Ho Chi Minh City, Vietnam",,04/03/2025,,Việt Nam,,,
".Net Core, Agile, C#, Microservices, PostgreSQL",2025-03-26,Join our ,False,False,".NET Backend Engineer (Senior), Storefront Ecommerce Platform (Total Annual Income $55,000)",Crossian Việt Nam,"Hà Nội, Vietnam",,07/03/2025,,Việt Nam,,,
,,False,False,False,,MDC Precision Vietnam,,,,,Việt Nam,,,
,,False,False,False,,Chi Nhánh Giải Pháp Và Tích Hợp Hệ Thống Công Ty TNHH Một Thành Viên Thanh Bình - BCA,,,,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH FPT Smart Cloud,,,,,Việt Nam,,,
"Công Nghệ Thông Tin, Giao Tiếp, Thiết Kế Hệ Thống Mạng, Xử Lý Sự Cố, Điện Tử Viễn Thông",2025-02-26,Bộ phận:	Ban thi công công trình,False,False,Kỹ Sư Triển Khai Hệ Thống,Chi Nhanh Giải Pháp Và Tích Hợp Hệ Thống Công Ty TNHH Một Thành Viên Thanh Bình - BCA,Tầng M – Tòa Nhà Green Star – 234 Phạm Văn Đồng - Hà Nội,,21/02/2025,,Việt Nam,,,
"IT Support, IT Helpdesk, Helpdesk Software, Technical Support, Hardware Support",2025-03-20, ,False,False,IT Support Technician,MDC Precision Vietnam,"Vo Van Tan Street, Nhon Trach Industrial Zone 3, Nhon Trach District, Dong Nai Province",,04/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương,,,,,Việt Nam,,,
"Artificial Intelligence, Machine Learning, Problem Solving, Python Programming, TensorFlow",2025-02-26,"As an AI Engineer, you will collaborate closely with AI Researchers, Data Scientists, and Software Engineers to research and develop AI models tailored to real-world business problems in fields such as banking, insurance, and more. Your responsibilities will include:",False,False,AI Engineer,Công Ty TNHH FPT Smart Cloud,"7th Floor, FPT Tower, no. 10 Pham Van Bach Street, Dich Vong ward",,21/02/2025,,Việt Nam,,,
"Customer Service, Product Inspection, QA, Quality Assurance, Supplier Management",2025-02-26,• Product inspection specifications are 100% implemented (incoming material/process/shipping).,False,False,Giám Sát Chất Lượng (QA Supervisor),Công Ty TNHH Competition Team Technology (Việt Nam),"Công ty CTTV, Lô CN-05, Khu công nghiệp Đông Mai, Quảng Yên, Quảng Ninh.",,21/02/2025,,Việt Nam,,,
,,False,False,False,,Grasshopper Co. Ltd,,,,,Việt Nam,,,
"Business Analysis, PostgreSQL, MYSQL, Oracle, Python",2025-02-26,Join our,False,False,"Intermediate/senior Data Engineer, Global E-Commerce Data Platform (Total Annual Income $40,000)",Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,"Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",,21/02/2025,,Việt Nam,,,
"Kế Hoạch Dự Án, Kiểm Soát Chất Lượng, Làm Việc Nhóm, Lập Tiến Độ Thi Công, Quản Lý Dự Án",2025-03-20,"• Nghiên cứu và nắm các nghị định, thông tư và tiêu chuẩn xây dựng/ tiêu chuẩn nghiệm",False,False,Chuyên Viên QA/QC (HCM),Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương,"928 Lê Văn Lương, Phước Kiển, Nhà Bè",,04/03/2025,,Việt Nam,,,
"IT Infrastructure Operations, Infrastructure, IT Infrastructure Management, IT Security, Information Security",2025-02-26,- System Monitoring to ensure IT service and operation smoothly and stability.,False,False,IT Infrastructure Leader,MB Ageas Life Insurance Company Limited,"Tầng 15, Tòa nhà MB, 21 Cát Linh, Đống Đa",,21/02/2025,,Việt Nam,,,
"English, C++, Software Development, Software Architecture Design",2025-03-20,* ,False,False,Software Developer (C++),Grasshopper Co. Ltd,"Tầng 10, toà nhà Áo Dài, 21 Nguyễn Trung Ngạn, phường Bến Nghé, quận 1, Tp. Hồ Chí MInh",,04/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Đầu Tư Và Công Nghệ DHA,,,,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Competition Team Technology (Việt Nam),,,,,Việt Nam,,,
"Công Nghệ Thông Tin, Java, .Net, Python, Kiểm Soát Giao Dịch Thẻ",2025-03-20,1. Nghiên cứu & Phát triển giải pháp công nghệ thẻ,False,False,VietinBank Tuyển Dụng CVCC Phát Triển Công Nghệ Thẻ,Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),"Hà Nội, Việt Nam",,04/03/2025,,Việt Nam,,,
"Agile Development, Agile Methodologies, IT Project Management, Project Management, Waterfall Methodologies",2025-03-20,"- The job holder leads portfolio management by providing support in planning, coordination of financial objectives and deliverables for the portfolio of both traditional projects/initiatives implemented through Waterfall methodology and customer journey digitization initiatives implemented through Agile methodology.",False,False,Project Manager,Techcombank,"HO, Số 6 Phố Quang Trung, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",,04/03/2025,,Việt Nam,,,
,,False,False,False,,Shinhan Securities Vietnam,,,,,Việt Nam,,,
"Quản Trị Hệ Thống, Hệ Thống Bảo Mật, Hệ Thống Mạng, Công Nghệ Bảo Mật, Giải Pháp Bảo Mật",2025-02-26,Do nhu cầu phát triển các dự án trong lĩnh vực bảo mật cho hệ thống CNTT. Công ty cần tuyển chuyên viên Kỹ thuật giải pháp.,False,False,Kỹ Thuật Giải Pháp (Lương Lên Tới 1000$ Đi Làm Ngay),Công Ty Đầu Tư Và Công Nghệ DHA,"Phòng 1202, nhà A, tòa nhà Hoàng Huy - 275 Nguyễn Trãi, Thanh Xuân, Hà Nội",,21/02/2025,,Việt Nam,,,
"Agile, Azure, English, Project Management, Sql Knowledge",2025-03-12,• This role is responsible for leading data workstream deliveries. Works with stakeholders and end users to delivery planning and develop solutions that meet user require.,False,False,Scrum Master,Ban Vien Company,"Thủ Đức, Ho Chi Minh City, Vietnam",,28/02/2025,,Việt Nam,,,
"Network Security, Firewall, Cybersecurity, Information Technology, Python",2025-04-05,"• Manage Shinhan's infrastructure including firewalls, network devices, data lines",False,False,Network Security (Specialist),Shinhan Securities Vietnam,Ho Chi Minh,,12/03/2025,,Việt Nam,,,
"Basic Design, Basic Design, Basic Design, Basic Design, BrSE , Japanese Communication, OOP (Object Oriented Programming), Software Development Life Cycle (SDLC), Software Development Life Cycle (SDLC), Software Development Life Cycle (SDLC)",2025-04-05,"Gather, analyze project requirements from the client; Track changes in requirements and update relevant documentation; Ensure that all requirements are clearly understood and communicated to the development team as well as easily referenceable and searchable by teams.",False,False,Bridge Software Engineer (with BA/PM/Testing/Embedded experience),Hitachi Digital Services,"Quang Trung Software City, Tan Chanh Hiep Ward, District 12, Hồ Chí Minh, Việt Nam",,12/03/2025,,Việt Nam,,,
"English, C/C++, Embedded Linux, Firmware, Linux OS",2025-03-12,RZ/G1 VLP/ VLP64 Maintenance,False,False,Embedded Linux Engineer,Ban Vien Company,"Thủ Đức, Ho Chi Minh City, Vietnam",,28/02/2025,,Việt Nam,,,
"Odoo, Python, JavaScript, PostgreSQL, Problem-solving",2025-02-22,"• Develop, test and maintain, software applications using Odoo",False,False,ODOO Developer,LF Global Tech,"2 floor, Victory House, 19-23 Đinh Bo Linh Street, 24 Ward",,19/02/2025,,Việt Nam,,,
"English, Data Administration, Business Analysis, Financial Analysis, Data Management",2025-02-22,•	Support with data works the portfolio team.,False,False,Data Analyst,Pyn Asia Research Limited,"87 M.Thai Tower, All Seasons Place 19th Floor, Unit 1 Wireless Road, Lumpini, Pathumwan, Bangkok",,19/02/2025,,Việt Nam,,,
"Angular, Angular, Angular, Java, RESTful API, Spring Boot, Team Management",2025-03-12,• Preparing low- and high-level design documents,False,False,"Senior Full Stack Engineer Cloud Marketplace (Java, Devops)",Bosch Global Software Technologies Company Limited,"364 Cộng Hòa, street, Tân Bình, Hồ Chí Minh",,28/02/2025,,Việt Nam,,,
"Data Engineer, IT Software, Quản Lý Dữ Liệu, Software Engineering",2025-03-18,"- Lập trình xây dựng các ứng dụng, phần mèm CNTT phục vụ nhu cầu SXKD",False,False,Chuyên Viên Lập Trình [Quảng Ngãi],Công Ty Sữa Đậu Nành Việt Nam - Vinasoy,"02 Nguyễn Chí Thanh, Nguyễn Chí Thanh, phường Quảng Phú, Quảng Ngãi, Vietnam",,03/03/2025,,Việt Nam,,,
,,False,False,False,,Lazada Vietnam,,,,,Việt Nam,,,
,,False,False,False,,GSM,,,,,Việt Nam,,,
"Công Nghệ Thông Tin, Microservices, Java, API, JavaScript",2025-03-08,"- Phát triển và bảo trì phần mềm: Viết mã nguồn (code), Nâng cấp, sửa lỗi và tối ưu mã nguồn.",False,False,Chuyên Viên Lập Trình / Chuyên Viên Giải Pháp Kỹ Thuật,Công Ty Cổ Phần Tin Học Viễn Thông Petrolimex (PIACOM),"Detech Building, Số 8C, Tôn Thất Thuyết, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,26/02/2025,,Việt Nam,,,
,,False,False,False,,Pyn Asia Research Limited,,,,,Việt Nam,,,
"SAP Material Management, SAP FICO, SAP ERP, SAP, Lập Trình ABAP",2025-03-22,- Tiếp nhận và xử lý các yêu cầu của vận hành liên quan đến mở PR/PO vận hành. Hướng dẫn vận hành và xử lý các issue liên quan đến hoạt động mua hàng trên hệ thống SAP,False,False,Chuyên Viên Hỗ Trợ SAP,GSM,"Phố Chu Huy Mân, Phúc Đồng, Long Biên, Hà Nội, Việt Nam",,05/03/2025,,Việt Nam,,,
"Linux, IT Helpdesk, IT Administration, Công Nghệ Thông Tin, End User Support",2025-03-08,"- Hỗ trợ yêu cầu của End User sử dụng thiết bị CNTT khai thác dịch vụ, hỗ trợ trong công việc.",False,False,Chuyên Viên IT Helpdesk,Công Ty Cổ Phần Tin Học Viễn Thông Petrolimex (PIACOM),"Detech Building, Số 8C, Tôn Thất Thuyết, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,26/02/2025,,Việt Nam,,,
"CRM, eCommerce, Jira, Product Management",2025-03-20,Team & Role Introduction,False,False,Product Operation-X-Space Analyst,Lazada Vietnam,"19th Floor, 67 Le Loi, Saigon Centre 2, District 1, HCMC",,04/03/2025,,Việt Nam,,,
,,False,False,False,,Công ty Cổ phần Bravesoft Việt Nam,,,,,Việt Nam,,,
"Software Engineering, Management Information System, Giáo Dục Đào Tạo, IT Phần Mềm, Giảng Dạy",2025-03-28,- Giảng dạy các môn thuộc chuyên ngành công nghệ phần mềm hoặc IT nói chung.,False,False,Giảng Viên Công Nghệ Thông Tin (Software Engineering),Đại Học FPT TP.HCM,"Lô E2a-7, Đường D1, Đ. D1, Long Thạnh Mỹ, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh",,08/03/2025,,Việt Nam,,,
"Agile Methodologies, API Testing, Automation Testing, QA, Jira",2025-03-22,ABOUT THE ROLE,False,False,Quality Engineer Lead (Up to 30 Months of Salary Annually),Crossian Việt Nam,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",,05/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Kinh Doanh Dịch Vụ Thông Tin & Chuyển Giao Công Nghệ,,,,,Việt Nam,,,
"Golang, Backend Application, Microservices Architecture, Database Design, Collaboration",2025-02-18,Development of backend systems with the following responsibilities:,False,False,Senior Golang Back-end Engineer,Ban Vien Company," Quận 4, TPHCM",,17/02/2025,,Việt Nam,,,
,,False,False,False,,"Mufg Bank, Ltd., Ho Chi Minh City Branch",,,,,Việt Nam,,,
,,False,False,False,,Đại Học FPT TP.HCM,,,,,Việt Nam,,,
"PHP Development, BrSE, Japanese, Công Nghệ Thông Tin, Quản Lý Dự Án",2025-03-22,"• Hiểu và truyền đạt chính xác các yêu cầu, đặc tả của dự án cho team",False,False,"Kỹ Sư Cầu Nối BrSE (Up To 3000$, Sign-On Bonus)",Công ty Cổ phần Bravesoft Việt Nam,"6F E.work Building, 103A-105-107 Nguyễn Thông, Phường 9, Quận 3, Thành phố Hồ Chí Minh",,05/03/2025,,Việt Nam,,,
"Project Management, Product Development, Product Management, Business Analysis, Agile",2025-02-24,MISA đang tìm kiếm Product Manager/Product Owner để dẫn dắt và phát triển một trong bốn sản phẩm chiến lược:,False,False,"Product Manager/product Owner Saas, ERP",MISA Jointstock Company,"Tòa nhà N03T1, khu Ngoại Giao Đoàn, Bắc Từ Liêm, Hà Nội",,20/02/2025,,Việt Nam,,,
"Angular, Cloud Platform, Python Programming",2025-04-01,• Application/Software,False,False,Python Developer,Hitachi Digital Services,"Quang Trung Software City, Tan Chanh Hiep Ward, District 12, Hồ Chí Minh, Việt Nam",,10/03/2025,,Việt Nam,,,
"Quản Lý Chất Lượng PQC, QA, 7 QC Tools",2025-03-08,"+ QMS Control (ISO9001/ISO13485/IATF16949,...)",False,False,Nhân Viên Chất Lượng Phụ Trách ISO,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]","3 Trục chính KCN Tiên Sơn, Hoàn Sơn, huyện Tiên Du, tỉnh Bắc Ninh, Việt Nam",,26/02/2025,,Việt Nam,,,
"Banking Product, Banking, Finance, Internet Banking",2025-02-24,•	Well collaboration with Japanese Corporate/ Global Corporate Banking Department to arrange Account Plan meeting for mining Transaction Banking opportunities,False,False,IT Support For Internet Banking Staff – Corporate Banking – Temporary 8 Months Contracted,"Mufg Bank, Ltd., Ho Chi Minh City Branch","The Nexus, Đường Tôn Đức Thắng, Bến Nghé, District 1, Ho Chi Minh City, Vietnam",,20/02/2025,,Việt Nam,,,
"SAP, SAP Material Management, SAP S/4HANA",2025-04-01,"At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve. ",False,False,Consultant/Senior Consultant - SAP MM Support (with Japanese),Deloitte Consulting SEA,"Hồ Chí Minh, Vietnam",,10/03/2025,,Việt Nam,,,
"SAP, SAP Material Management, SAP S/4HANA",2025-04-01,"At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.",False,False,Consultant - SAP Logistics Support (EWM/IM/LE) with Japanese ,Deloitte Consulting SEA,"Hồ Chí Minh, Vietnam",,10/03/2025,,Việt Nam,,,
N/A,2025-04-01,Work you’ll do:,False,False,Consultant - SFDC Admin (with Japanese),Deloitte Consulting SEA,"Hồ Chí Minh, Vietnam",,10/03/2025,,Việt Nam,,,
"Microsoft Dynamics 365, ERP Implementation, Technology Consulting, Market Targetting",2025-02-24,"The Business Development Manager is tasked with implementing sales strategies, overseeing sales operations, and collaborating with the pre-sales support team to achieve sales targets and drive revenue growth.",False,False,Business Development Director,"Naviworld Vietnam Co., Ltd","11th Floor, Capital Building 41 Hai Ba Trung Str., Hoan Kiem Dist., Hanoi",,20/02/2025,,Việt Nam,,,
,,False,False,False,,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]",,,,,Việt Nam,,,
"Phân tích dữ liệu, Business analysis, Phân Tích Nghiệp Vụ, Phân tích sản phẩm, Phân tích sản phẩm, Phân tích sản phẩm, Phân tích sản phẩm",2025-02-18,• Làm việc với vai trò là BA để phân tích những nhu cầu cần cho các giải pháp trên nền tảng sản phẩm Web/Windows và Mobile phục vụ đa dạng theo nhu cầu khách hàng,False,False,Chuyên Viên Phân Tích Nghiệp Vụ Sản Phẩm ( Business Analyst ),"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)","Tòa nhà Mitalab, số 76 Giảng Võ, Đống Đa, Hà Nội.",,17/02/2025,,Việt Nam,,,
".Net Core, ASP.Net, C#, SQL Server, SQL Server, VB.NET",2025-04-15,• Spearheaded the development of high-quality software applications using the.NET framework.,False,False,Software Developer,ITECHWX COMPANY LIMITED,"Opal Tower, 92 Nguyen Huu Canh St., Ward 22, Binh Thanh Dist., Ho Chi Minh City, Vietnam",,17/03/2025,,Việt Nam,,,
