job_title,company,job_location,search_city,search_country,job_level,branch,job_skills,last_processed_time,url
Nhân Viên Lập Trình Máy CNC,Công Ty Cổ Phần Đầu Tư Thương Mại Công Nghiệp Hà Nội,"Lô 5, Đường Hạnh Phúc, Cụm công nghiệp Hà Bình Phương, xã Văn Bình, Thường Tín, thành phố Hà Nội",thành phố Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Cơ khí - Ô tô - Tự động hóa, Vận hành - Bảo trì - Bảo dưỡng, Khoa học - Kỹ thuật","Tốt nghiệp Trung Cấp, Cao Đẳng, Đại học chuyên ngành cơ khí ( biết sử dụng Autocad và một phần mềm CAD/CAM)Độ tuổi: Dưới 40 . Ưu tiên ứng viên có 1 năm kinh nghiệm trở lên.Biết sử dụng các dụng cụ đo kiểm cơ bản ( thước kẹp, Pan me,…)Đã từng đứng máy sản xuất cơ khí là 1 lợi thếƯu tiên đã từng làm lập trình máy CNC trong các nhà máy sản xuất cơ khíNhanh nhẹn, tỉ mỉ, đi làm theo ca",23/03/2025 16:00,https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-lap-trinh-may-cnc-c47p73id200521167.html?open_from=0201_37_28&search_id=0afac904fa4617be678f53816939d139
"Nhân Viên Kỹ Thuật Bảo Trì Lắp Đặt, Sửa Chữa Thang Máy Thang Cuốn",Công Ty Cổ Phần Kỹ Thuật Cơ Điện Coninco,"Số 4 Tôn Thất Tùng, Phường Trung Tự, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Khoa học - Kỹ thuật, Vận hành - Bảo trì - Bảo dưỡng, Cơ khí - Ô tô - Tự động hóa","• Nam, độ tuổi từ 22 – 38, sức khỏe tốt • Tốt nghiệp Trung cấp, Trung cấp nghề các trường kỹ thuật chuyên ngành Điện, điện tử, cơ khí, Tự động hóa.• Ưu tiên những người đã từng làm lắp đặt thang máy ở các Công ty thang máy • Năng động, chịu khó, ham học hỏi Quyền lợi được hưởng",23/03/2025 16:00,https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-bao-tri-lap-dat-sua-chua-thang-may-thang-cuon-c34p73id200517869.html?open_from=0201_37_29&search_id=0afac904fa4617be678f53816939d139
Đầu Bếp (Cooks),Nhà Hàng District Federal - Công Ty TNHH Df Kitchen Việt Nam,"84 Đường Xuân Thủy, Phường Thảo Điền, Thành Phố Thủ Đức, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Thực phẩm - Đồ uống, Khách sạn - Nhà hàng - Du lịch, Lao động phổ thông","THÁI ĐỘ QUAN TRỌNG HƠN TRÌNH ĐỘ. LÀM VIỆC CÓ TÂM.TEAMWORK làm việc phải có tính “đồng đội”Nam và nữ Nói được tiếng Anh, ít nhất là cơ bản (làm việc với Bếp trưởng là người U.K) .Có ít nhất 1-2 năm kinh nghiệm làm việc cho bếp/nhà hàng Âu là Cooks, Chef (Ưu tiên người đã từng làm nhà hàng Mexico).Có tính kỷ luật cao. không ngừng học hỏi, sáng tạo.Chăm chỉ, hoà đồng, thân thiện, tôn trọng, chuyên nghiệpCó tự trọng, có tâm với nghề và sắp xếp công việc tốt.Thích môi trường làm việc nhanh, năng động và vui vẻ.",23/03/2025 16:00,https://vieclam24h.vn/thuc-pham-do-uong/dau-bep-cooks-c45p122id200519574.html?open_from=0201_37_30&search_id=0afac904fa4617be678f53816939d139
Nhân Viên Phát Triển Dự Án - Đi Làm Ngay - Yêu Cầu 2 Năm Kinh Nghiệm,TỔNG CÔNG TY ĐẦU TƯ HÀ THANH - CÔNG TY CỔ PHẦN,Khu đô thị mới Đông Sơn - P. An Hưng - Tp. Thanh Hóa,Khu đô thị mới Đông Sơn - P. An Hưng - Tp. Thanh Hóa,Việt Nam,Chuyên viên- nhân viên,"Quản lý dự án, Xây dựng, Kiến trúc - Thiết kế nội ngoại thất","Tuổi từ 25 tuổi trở lênGiới tính: nam, nữCó khả năng làm việc độc lập.Có khả năng sử dụng các phần mềm autocad, phần mềm văn phòng…Kinh nghiệm 2 năm trở lên",23/03/2025 16:00,https://vieclam24h.vn/quan-ly-du-an/nhan-vien-phat-trien-du-an-di-lam-ngay-yeu-cau-2-nam-kinh-nghiem-c27p98id200517530.html?open_from=0201_38_1&search_id=47104aa25ac76008a393579fab9fbe76
Kế Toán Trưởng - Làm Việc Tại Củ Chi,Công Ty CP XD Giao Thông Đại Phú,"144 Trần Văn Chẩm, Ấp 3, Xã Phước Vĩnh An, Huyện Củ Chi, Tp. HCM",Tp. HCM,Việt Nam,Quản lý cấp cao,"Xây dựng, Kế toán, Kiểm toán","Yêu cầu đối với Kế toán trưởngTốt nghiệp ĐH, CĐ chuyên ngành Kế toán, Kiểm toánCó chứng chỉ Kế toán trưởng theo quy định của Bộ Tài chính.Ít nhất 3 - 5 năm kinh nghiệm kế toán trong lĩnh xây dựngAm hiểu luật thuế, tài chính, quy định kế toán.Kỹ năng lãnh đạo, quản lý đội nhóm và làm việc với cơ quan thuế,ngân hàng,…",23/03/2025 16:00,https://vieclam24h.vn/xay-dung/ke-toan-truong-lam-viec-tai-cu-chi-c31p122id200514391.html?open_from=0201_38_2&search_id=47104aa25ac76008a393579fab9fbe76
Trưởng Phòng QC,Công Ty Trách Nhiệm Hữu Hạn High Point Việt Nam,"KCN Nhơn Trạch I, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Việt Nam,Quản lý cấp trung,"Quản lý tiêu chuẩn và chất lượng, Dệt may - Da giày - Thời trang",- Trình độ đại học chuyên ngành dệt may - Ưu tiên ứng viên có kinh nghiệm liên quan,23/03/2025 16:00,https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/truong-phong-qc-c28p120id200516797.html?open_from=0201_38_3&search_id=47104aa25ac76008a393579fab9fbe76
Kỹ Sư Điện - Điện Lạnh - Điều Hòa Không Khí,Công Ty TNHH Xây Dựng Dịch Vụ Thương Mại Hùng Cường M&E,"26 đường 2A, P.Bình Hưng Hòa B, Q.Bình Tân, Tp.HCM",Tp.HCM,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Điện - Điện tử - Điện lạnh, Khoa học - Kỹ thuật","- Kinh nghiệm : 1-2 năm- Có chuyên môn về lĩnh vực cơ điện- Có kinh nghiệm trong lĩnh vực thi công điện, điện mặt trời - Biết tin học văn phòng- Thành thạo Autocad, Sketchup",23/03/2025 16:00,https://vieclam24h.vn/xay-dung/ky-su-dien-dien-lanh-dieu-hoa-khong-khi-c31p122id200516861.html?open_from=0201_38_4&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh,Công Ty TNHH Thương Mại Suba CNC,"Lâm viên complex - 107 nguyễn Phong Sắc, quận Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Bán sỉ - Bán lẻ - Quản lý cửa hàng","- Nhanh nhẹn, năng động, Chịu khó học tập, trung thực, nhiệt huyết trong công việc, - Tốt nghiệp cao đẳng trở lên tất cả các ngành học.- Ưu tiên có kinh nghiệm trong maketing , bán hàng trực tuyến và online.",23/03/2025 16:00,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-c13p73id200516447.html?open_from=0201_38_5&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Thiết Kế Nội Thất,Chi Nhánh Công Ty TNHH Trang Trí Nội Thất Tuấn Phát,"64/7T ấp Chánh 1, Xã Tân Xuân, Huyện Hóc Môn, TP Hồ Chí Minh",TP Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Kiến trúc - Thiết kế nội ngoại thất, Thiết kế - Sáng tạo nghệ thuật, Xây dựng","- Có am hiểu về các nguồn vật liệu trong nội thất- Đã có kinh nghiệm ít nhất 02 năm trong việc thiết kế nội thất biệt thự/villa/ nhà phố...- Có Gout thẩm mỹ tốt, sáng tạo và nhiều đam mê- Có khả năng triển khai 2D điện nước, trần đèn là một lợi thế- Có khả năng giao tiếp tốt với khách hàng. *Lưu ý: Hồ sơ xin việc vui lòng gửi kèm theo 3 dự án lớn đã từng làm.",23/03/2025 16:00,https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-thiet-ke-noi-that-c4p122id200519735.html?open_from=0201_38_6&search_id=47104aa25ac76008a393579fab9fbe76
Phó Phòng Tư Vấn Môi Trường,Công Ty TNHH Xây Dựng Và Môi Trường Trí Việt,"Số G5 Đường D3, Khu Phố 4, Phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Việt Nam,Việt Nam,Quản lý cấp trung,Môi trường - Xử lý chất thải,"Trình độ học vấn:Tốt nghiệp đại học trở lên chuyên ngành Môi trường, Quản lý tài nguyên, Hóa học, hoặc các ngành liên quan.Kinh nghiệm:Ít nhất 3- 5 năm kinh nghiệm trong lĩnh vực tư vấn môi trường.Có kinh nghiệm quản lý nhóm hoặc hỗ trợ quản lý.Kiến thức & kỹ năng:Am hiểu các quy định pháp luật về bảo vệ môi trường, đặc biệt là các thủ tục liên quan đến ĐTM, giấy phép môi trường, quan trắc môi trường.Kỹ năng lập kế hoạch, tổ chức công việc, làm việc nhóm.Kỹ năng giao tiếp, đàm phán với khách hàng và cơ quan nhà nước.Thành thạo Autocad, GIS, hoặc các phần mềm hỗ trợ lập báo cáo môi trường là một lợi thế.Chứng chỉ:Có chứng chỉ hành nghề tư vấn môi trường (nếu có là lợi thế).",23/03/2025 16:00,https://vieclam24h.vn/moi-truong-xu-ly-chat-thai/pho-phong-tu-van-moi-truong-c44p122id200520096.html?open_from=0201_38_7&search_id=47104aa25ac76008a393579fab9fbe76
Công Nhân Cơ Điện (Lao Động Phổ Thông),Công Ty Cổ Phần Xây Dựng Và Giải Pháp Hệ Thống Kỹ Thuật V&n,"Số 4- Lô L4, khu nhà ở Thấp tầng Hải Ngân, Thôn Thượng, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Điện - Điện tử - Điện lạnh, Cơ khí - Ô tô - Tự động hóa, Lao động phổ thông","1. Kiến thức và kinh nghiệm- Trình độ học vấn: Tốt nghiệp THPT, trung cấp nghề, cao đẳng nghề, chuyên ngành liên quan.- Kinh nghiệm: Không yêu cầu 2. Kỹ năng - Biết sử dụng các loại máy móc, công cụ dụng cụ phục vụ thi công - Biết đọc hiểu bản vẽ kỹ thuật là một lợi thế - Kỹ năng làm việc nhóm. 3. Thái độ - Khéo léo, tỉ mỉ trong công việc - Trách nhiệm - Tính sẵn sàng cao4. Yêu cầu khác :- Giới tính, độ tuổi: Nam -  Có sức khỏe tốt, có thể làm việc ngoài trời. - Thời gian thử việc 01 tháng",23/03/2025 16:00,https://vieclam24h.vn/dien-dien-tu-dien-lanh/cong-nhan-co-dien-lao-dong-pho-thong-c41p73id200520378.html?open_from=0201_38_8&search_id=47104aa25ac76008a393579fab9fbe76
Sales Manager,Công Ty TNHH Hitech Mould,"Lô số 412, Đường 13, Khu Công nghiệp Amata - Phường Long Bình - Thành phố Biên Hoà - Đồng Nai.",Khu Công nghiệp Amata - Phường Long Bình - Thành phố Biên Hoà - Đồng Nai.,Việt Nam,Quản lý cấp trung,"Sản xuất - Lắp ráp - Chế biến, Bán hàng - Kinh doanh, Cơ khí - Ô tô - Tự động hóa","Tốt nghiệp: Đại học / Cao đẳng chuyên ngành Quản Trị Kinh doanh hoặc các ngành liên quanKinh nghiệm: 3 năm trở lên ở vị trí SALES sản phẩm nhựaYêu cầu: Tiếng anh giao tiếp (Biết Tiếng Hàn là lợi thế)Thành thạo vi tính văn phòngCẩn Thận, tỉ mỉ, chăm chỉ, nghiêm túc với công việc, chịu áp lực tốt",23/03/2025 16:00,https://vieclam24h.vn/san-xuat-lap-rap-che-bien/sales-manager-c9p120id200517625.html?open_from=0201_38_9&search_id=47104aa25ac76008a393579fab9fbe76
Giáo Viên Tiếng Nhật,Công Ty Cổ Phần Đầu Tư Quốc Tế Và Cung Ứng Nguồn Nhân Lực Đức Minh,"Tầng 10, Tòa nhà TV Oil, số 148, Đường Hoàng Quốc Việt, Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Giáo dục - Đào tạo, Biên phiên dịch, Nghề nghiệp khác","Tiếng Nhật N3 trở lênCó kinh nghiệm giảng dạy 6 tháng trở lênPhát âm chuẩn, kỹ năng giao tiếp tiếng Nhật tốtCó kiến thức về văn hóa, xã hội Nhật BảnNhiệt tình, kiên nhẫn và có khả năng truyền đạt kiến thức hiệu quảThái độ làm việc chuyên nghiệp, có trách nhiệm và đam mê giảng dạyKỹ năng sử dụng máy tính và các phần mềm cơ bản như Word, Excel, PowerPointKhả năng làm việc độc lập và làm việc nhóm tốt",23/03/2025 16:00,https://vieclam24h.vn/giao-duc-dao-tao/giao-vien-tieng-nhat-c32p73id200521904.html?open_from=0201_38_10&search_id=47104aa25ac76008a393579fab9fbe76
Kiến Trúc Sư ( Làm Việc Quận 4 ),CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ XÂY DỰNG VÀ THƯƠNG MẠI KIẾN GIA,"Lô 014, chung cư B5, Phường 3, Quận 4, TPHCM",TPHCM,Việt Nam,Chuyên viên- nhân viên,"Kiến trúc - Thiết kế nội ngoại thất, Xây dựng, Thiết kế - Sáng tạo nghệ thuật","- Tốt nghiệp Đại Học chuyên ngành kiến trúc.......- Sử dụng thành thạo các phần mềm Autocad, Sketchup, Revit, 3dmax….. (Ưu tiên sử dụng thành thạo Revit)- Có khả năng làm việc độc lập và phối hợp làm nhóm- Nhiệt tình, sáng tạo, có tinh thần trách nhiệm và chịu được áp lực công việc- Vui vẻ, hòa nhã, trung thực, nhiệt tình.",23/03/2025 15:58,https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/kien-truc-su-lam-viec-quan-4-c4p122id200511730.html?open_from=0201_38_11&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh Dịch Vụ Vệ Sinh,Công Ty Cổ Phần Thương Mại Và Dịch Vụ Làm Sạch Công Nghiệp Việt,"Số 16B, tập thể hoá chất, ngõ 34 phố Nghĩa Đô, Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng, Chăm sóc khách hàng","Ưu tiên có kinh nghiệm sale các lĩnh vực: bất động sản, bảo hiểm. Nhanh nhẹn, linh hoạt .Có kĩ năng giao tiếp và xử lý tình huống tốt.",23/03/2025 15:58,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-dich-vu-ve-sinh-c13p73id200520726.html?open_from=0201_38_12&search_id=47104aa25ac76008a393579fab9fbe76
R&D Manager,Công Ty TNHH Hitech Mould,"Lô số 412, Đường 13, Khu Công nghiệp Amata - Phường Long Bình - Thành phố Biên Hoà - Đồng Nai.",Khu Công nghiệp Amata - Phường Long Bình - Thành phố Biên Hoà - Đồng Nai.,Việt Nam,Quản lý cấp trung,"Sản xuất - Lắp ráp - Chế biến, Cơ khí - Ô tô - Tự động hóa, Quản lý tiêu chuẩn và chất lượng","Kinh nghiệm: 3 năm trở lên ở vị trí phát triển sản phẩm nhựa. Yêu cầu: Biết sử dụng phần mềm thiết kế và Tiếng anh giao tiếp (Biết Tiếng Hàn là lợi thế)Tốt nghiệp: Đại học cơ khí hoặc các nghành liên quanCẩn Thận, tỉ mỉ, chăm chỉ, nghiêm túc với công việc, chịu áp lực tốtThành thạo vi tính văn phòng",23/03/2025 15:55,https://vieclam24h.vn/san-xuat-lap-rap-che-bien/r-d-manager-c9p120id200517473.html?open_from=0201_38_13&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh BĐS Thiên Khôi - Đi Làm Ngay,Công Ty Cổ Phần Tập Đoàn Thiên Khôi,"Toà Mipec Tower, 229 Tây Sơn, Đống Đa, Hà Nội và Các Quận Lân Cận",Hà Nội và Các Quận Lân Cận,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bất động sản, Hành chính - Thư ký","Nhiệt huyết, ham học hỏi, chịu khó.Có phương tiện đi lại.Có Smartphone. Giao tiếp tốt là một lợi thế, nhanh nhẹn, lịch sự, chuyên nghiệp.Yêu thích lĩnh vực kinh doanh.Có thể làm full time hoặc park timtime",23/03/2025 15:54,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-bds-thien-khoi-di-lam-ngay-c13p73id200513816.html?open_from=0201_38_14&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh Nội Thất,Công Ty TNHH TM - DV - SX Kohama Hiệp Phát,"Lô A1, KQH Hoàng Diệu, Phường 5, Thành phố Đà Lạt, Lâm Đồng",Lâm Đồng,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng, Xây dựng","•    Tốt nghiệp trung cấp trở lên, ưu tiên các ngành liên quan đến kinh doanh, marketing, nội thất.•    Nam/Nữ, từ 22 đến 35 tuổi, ngoại hình ưa nhìn, giao tiếp tốt, năng động, nhiệt tình, chịu được áp lực công việc.•    Có kinh nghiệm ít nhất 1 năm làm việc trong lĩnh vực bán hàng nội thất hoặc các lĩnh vực liên quan.•    Có kỹ năng bán hàng, thuyết phục, đàm phán và chăm sóc khách hàng.•    Có kỹ năng sử dụng máy tính, internet và các phần mềm văn phòng.•    Có khả năng làm việc độc lập và làm việc nhóm.•    Có xe máy và bằng lái xe máy.",23/03/2025 15:53,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-noi-that-c13p116id200518138.html?open_from=0201_38_15&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh Phần Mềm - Thu Nhập Từ 12 Triệu,Công Ty TNHH Hdsoft,"Tầng 3, Số 77 Cốm Vòng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, TP. Hà Nội",TP. Hà Nội,Việt Nam,Chuyên viên- nhân viên,"IT Phần mềm, Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng","• Có kinh nghiệm tối thiểu 1 năm.• Tính cách trung thực, cẩn thận, ham học hỏi, thân thiện và giao tiếp tốt. • Có laptop cá nhân phục vụ công việc.• Kiến thức về phần mềm và công nghệ thông tin.• Tinh thần cầu tiến và khả năng thích ứng với sự thay đổi.• Kỹ năng đàm phán và thuyết phục trong việc đạt được kết quả kinh doanh.• Khả năng xác định và tận dụng cơ hội kinh doanh.",23/03/2025 15:52,https://vieclam24h.vn/it-phan-mem/nhan-vien-kinh-doanh-phan-mem-thu-nhap-tu-12-trieu-c8p73id200518244.html?open_from=0201_38_16&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Tư Vấn / Sales / Kinh Doanh  Lương Lên Đến 10 Triệu ( Hoa Hồng Đến 80% ),Công Ty TNHH Phát Triển Nhà Đất Kland,"SAV5, Tòa nhà The Sun Avenue, số 28 Mai Chí Thọ, P. An Phú, Quận 2, Tp. Thủ Đức",Tp. Thủ Đức,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Bất động sản","- Nam/Nữ từ 20 đến 36 tuổi. Có bằng Trung Cấp trở lên. Có kinh nghiệm làm sale Bất động sản là một lợi thế.- Chủ động, ham học hỏi, kiên trì và đam mê với kinh doanh- Có kỹ năng làm việc nhóm, kỹ năng giao tiếp, đàm phán và thuyết phục khách hàng- Có thái độ làm việc cầu tiến, tinh thần chủ động trong mọi việc và nghiêm túc học hỏi;- Có phương tiện đi lại, sử dụng thành thạo vi tính văn phòng, internet.",23/03/2025 15:51,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-tu-van-sales-kinh-doanh-luong-len-den-10-trieu-hoa-hong-den-80-c13p122id200521912.html?open_from=0201_38_17&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Tư Vấn Du Học - Xuất Khẩu Lao Động (Thu Nhập Trên 10 Triệu),Công Ty TNHH Tư Vấn Du Học Và Đào Tạo Ngoại Ngữ Hhd Academy Hà Nam,"Số nhà 77 đường Ngô Quyền, Phường Quang Trung, Thành phố Phủ Lý, Hà Nam",Hà Nam,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Giáo dục - Đào tạo, Chăm sóc khách hàng","- Ứng viên từ 24 tuổi trở lên.- Ngoại hình dễ nhìn, giọng nói hay, yêu thích công việc tư vấn. Kỹ năng giao tiếp, thuyết phục tốt sẽ được ưu tiên- Yêu thích làm việc trong lĩnh vực tư vấn, giáo dục.- Ưu tiên cho ứng viên có kinh nghiệm làm việc trong các công ty tư vấn du học hoặc đã làm việc qua công tác tư vấn hay trong lĩnh vực giáo dục, BĐS, tài chính, bảo hiểm",23/03/2025 15:51,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-tu-van-du-hoc-xuat-khau-lao-dong-thu-nhap-tren-10-trieu-c13p95id200521935.html?open_from=0201_38_18&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Thiết Kế (Đi Làm Ngay),Công Ty TNHH Dịch Vụ Cưới Gwm,"232 Lạc Long Quân, Tây Hồ, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Thiết kế - Sáng tạo nghệ thuật, Dệt may - Da giày - Thời trang, Marketing","1. Kinh nghiệm· Có kinh nghiệm từ 6 tháng - 1 năm trở lên về mảng thiết kế, ưu tiên có kinh nghiệm thiết kế trong ngành may mặc.· Ưu tiên đã làm về mặt hàng thời trang Nữ: Váy, áo cưới, trang phục dạ hội… ưu tiên ứng viên có kinh nghiệm làm hàng thời trang thiết kế cao cấp.2. Kỹ năng. Ưu tiên có kinh nghiệm và kiến thức về kỹ thuật rập khả năng tập trung tốt, cẩn thận, tỉ mỉ3. Trình độ học vấn· Ưu tiên ứng viên tốt nghiệp các chuyên ngành liên quan đến may mặc, thời trang.",23/03/2025 15:51,https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-di-lam-ngay-c3p73id200505955.html?open_from=0201_38_19&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Kinh Doanh (Ngành Môi Trường),Công Ty TNHH Công Nghệ Môi Trường Toàn Việt,"4 Lê Liễu, Phường Tân Quý, Quận Tân Phú, TP.Hồ Chí Minh",TP.Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Môi trường - Xử lý chất thải, Chăm sóc khách hàng","- Nam/Nữ.Tốt nghiệp Cao đẳng, Đại học chuyên ngành Kỹ sư môi trường, Kế toán, QTKD, Maketing, Công nghệ môi trường…..- Có 1 - 2 năm trở lên các lĩnh vực tư vấn môi trường- Yêu thích công việc kinh doanh - Nhanh nhẹn giải quyết thắc mắc khách hàng",23/03/2025 11:24,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-nganh-moi-truong-c13p122id200533697.html?open_from=0201_38_20&search_id=47104aa25ac76008a393579fab9fbe76
Quận 7 - Nhân Viên Nhập Khẩu Tiếng Anh Hoặc Tiếng Trung,Công Ty TNHH Polytex Far Eastern (Việt Nam),"Tòa Mapletree, 1060 Nguyễn Văn Linh, Tân Phong, Quận 7",Quận 7,Việt Nam,Chuyên viên- nhân viên,"Xuất Nhập Khẩu, Hành chính - Thư ký, Thu mua - Kho Vận - Chuỗi cung ứng","College Degree or aboveFluent in Mandarin/English1 year experienceInt'l business administration/trade...ETCProficient with automatic computer skill, such as power BI, power automate, power query, or coding will be a plus",23/03/2025 09:48,https://vieclam24h.vn/xuat-nhap-khau/quan-7-nhan-vien-nhap-khau-tieng-anh-hoac-tieng-trung-c15p122id200523249.html?open_from=0201_38_21&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Tư Vấn Tại Cửa Hàng,Công Ty Cổ Phần Kredivo Việt Nam,"Tầng 9, Tòa nhà HM Town, số 412, đường Nguyễn Thị Minh Khai, Phường 05, Quận 3, HCM",HCM,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Tài chính - Đầu tư - Chứng Khoán, Bán hàng - Kinh doanh","● Tối thiểu tốt nghiệp THPT trở lên (12/12)● Thời gian làm việc: Ca cố định (14:00 - 22:00). Mỗi tuần được nghỉ 1 ngày (không cố định, trừ Thứ 7 và Chủ Nhật) ● Giao tiếp tốt, lưu loát● Có thể sử dụng điện thoại thông minh● Có kinh nghiệm tư vấn, bán hàng hoặc yêu thích giao tiếp là một lợi thế.",23/03/2025 07:54,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-tai-cua-hang-c6p122id200530355.html?open_from=0201_38_22&search_id=47104aa25ac76008a393579fab9fbe76
Nhân Viên Thiết Kế Nội Thất,Công Ty Cổ Phần Tư Vấn Thiết Kế Và Xây Dựng Greenhn,CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG GREENHN,CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG GREENHN,Việt Nam,Chuyên viên- nhân viên,"Kiến trúc - Thiết kế nội ngoại thất, Xây dựng, Thiết kế - Sáng tạo nghệ thuật","Trình độ chuyên môn:Tốt nghiệp Đại học chuyên ngành kiến trúc, xây dựng hoặc các ngành liên quan (ưu tiên từ ĐH Kiến trúc, ĐH Xây dựng…).Kinh nghiệm:Tối thiểu 2 năm kinh nghiệm trong lĩnh vực thiết kế nội thất hoặc kiến trúc.Ưu tiên có kinh nghiệm thiết kế dân dụng và làm việc tại các công ty chuyên về thiết kế nội thất.Kỹ năng chuyên môn:Thành thạo các phần mềm thiết kế: Autocad, Sketchup, 3Ds Max, Vantage, Corona.Ưu tiên: Có khả năng triển khai thiết kế bằng phần mềm RevitTố chất cá nhân:Sáng tạo: Tư duy đổi mới và sáng tạo trong thiết kế, đam mê tạo ra các sản phẩm độc đáo.Chịu trách nhiệm: Cam kết với chất lượng công việc, trung thực và thẳng thắn trong xử lý vấn đề.Học hỏi không ngừng: Luôn tìm kiếm cơ hội nâng cao kỹ năng và áp dụng công nghệ mới.ỨNG VIÊN ỨNG TUYỂN GỬI CV + PORTFOLIO CÁC DỰ ÁN ĐÃ THỰC HIỆN",24/03/2025 08:39,https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-thiet-ke-noi-that-c4p73id200529300.html?open_from=0201_38_23&search_id=47104aa25ac76008a393579fab9fbe76
